Origin;Destination;Outbound;Inbound;Price
LON;BKK;2016-11-20;2016-12-09;484,45
LON;BKK;2016-11-20;2016-12-10;446,06
LON;BKK;2016-11-20;2016-12-11;445,25
LON;BKK;2016-11-20;2016-12-18;482,97
LON;BKK;2016-11-20;2016-12-20;455,31
LON;BKK;2016-11-20;2016-12-23;433,58
LON;BKK;2016-11-20;2016-12-27;571,19
LON;BKK;2016-11-20;2016-12-30;441,97
LON;BKK;2016-11-20;2016-12-31;491,88
LON;BKK;2016-11-20;2017-01-11;583,55
LON;BKK;2016-11-20;2017-01-20;483,07
LON;BKK;2016-11-20;2017-01-29;477,54
LON;BKK;2016-11-20;2017-02-18;438,24
LON;BKK;2016-11-20;2017-02-25;446,77
LON;BKK;2016-11-20;2017-03-19;468,45
LON;BKK;2016-11-20;2017-03-25;1060,33
LON;BKK;2016-11-21;;344,14
LON;BKK;2016-11-21;2016-11-25;467,81
LON;BKK;2016-11-21;2016-11-26;488,09
LON;BKK;2016-11-21;2016-11-28;442,76
LON;BKK;2016-11-21;2016-11-30;441,72
LON;BKK;2016-11-21;2016-12-01;436,10
LON;BKK;2016-11-21;2016-12-02;440,79
LON;BKK;2016-11-21;2016-12-03;485,78
LON;BKK;2016-11-21;2016-12-04;434,17
LON;BKK;2016-11-21;2016-12-05;432,48
LON;BKK;2016-11-21;2016-12-06;487,27
LON;BKK;2016-11-21;2016-12-08;454,53
LON;BKK;2016-11-21;2016-12-09;482,20
LON;BKK;2016-11-21;2016-12-11;451,41
LON;BKK;2016-11-21;2016-12-12;479,43
LON;BKK;2016-11-21;2016-12-15;498,73
LON;BKK;2016-11-21;2016-12-18;481,75
LON;BKK;2016-11-21;2016-12-21;499,49
LON;BKK;2016-11-21;2017-02-17;461,92
LON;BKK;2016-11-21;2017-02-28;448,72
LON;BKK;2016-11-21;2017-03-06;442,59
LON;BKK;2016-11-22;;356,19
LON;BKK;2016-11-22;2016-11-26;722,15
LON;BKK;2016-11-22;2016-11-27;489,53
LON;BKK;2016-11-22;2016-11-29;440,09
LON;BKK;2016-11-22;2016-11-30;515,41
LON;BKK;2016-11-22;2016-12-02;469,92
LON;BKK;2016-11-22;2016-12-03;448,28
LON;BKK;2016-11-22;2016-12-04;471,74
LON;BKK;2016-11-22;2016-12-05;474,13
LON;BKK;2016-11-22;2016-12-06;429,71
LON;BKK;2016-11-22;2016-12-07;451,57
LON;BKK;2016-11-22;2016-12-08;480,71
LON;BKK;2016-11-22;2016-12-09;438,62
LON;BKK;2016-11-22;2016-12-10;442,25
LON;BKK;2016-11-22;2016-12-12;479,72
LON;BKK;2016-11-22;2016-12-13;475,84
LON;BKK;2016-11-22;2016-12-14;454,53
LON;BKK;2016-11-22;2016-12-15;483,23
LON;BKK;2016-11-22;2016-12-16;437,35
LON;BKK;2016-11-22;2016-12-18;485,85
LON;BKK;2016-11-22;2016-12-19;487,97
LON;BKK;2016-11-22;2016-12-20;489,08
LON;BKK;2016-11-22;2016-12-21;494,12
LON;BKK;2016-11-22;2016-12-22;447,28
LON;BKK;2016-11-22;2016-12-27;481,30
LON;BKK;2016-11-22;2017-01-04;507,14
LON;BKK;2016-11-22;2017-01-06;610,39
LON;BKK;2016-11-22;2017-01-09;583,66
LON;BKK;2016-11-22;2017-01-10;589,66
LON;BKK;2016-11-22;2017-01-13;447,66
LON;BKK;2016-11-22;2017-01-16;526,05
LON;BKK;2016-11-22;2017-01-17;468,64
LON;BKK;2016-11-22;2017-01-22;451,80
LON;BKK;2016-11-23;;235,14
LON;BKK;2016-11-23;2016-11-30;475,17
LON;BKK;2016-11-23;2016-12-01;437,87
LON;BKK;2016-11-23;2016-12-03;477,03
LON;BKK;2016-11-23;2016-12-04;435,09
LON;BKK;2016-11-23;2016-12-05;475,84
LON;BKK;2016-11-23;2016-12-07;455,14
LON;BKK;2016-11-23;2016-12-08;491,23
LON;BKK;2016-11-23;2016-12-09;479,41
LON;BKK;2016-11-23;2016-12-10;444,34
LON;BKK;2016-11-23;2016-12-11;453,51
LON;BKK;2016-11-23;2016-12-13;439,67
LON;BKK;2016-11-23;2016-12-14;458,98
LON;BKK;2016-11-23;2016-12-18;480,71
LON;BKK;2016-11-23;2016-12-21;454,43
LON;BKK;2016-11-23;2016-12-22;468,12
LON;BKK;2016-11-23;2016-12-29;477,83
LON;BKK;2016-11-23;2016-12-31;457,90
LON;BKK;2016-11-23;2017-01-04;477,67
LON;BKK;2016-11-23;2017-01-05;490,87
LON;BKK;2016-11-23;2017-01-06;481,54
LON;BKK;2016-11-23;2017-01-08;495,22
LON;BKK;2016-11-23;2017-01-15;466,09
LON;BKK;2016-11-23;2017-01-23;441,23
LON;BKK;2016-11-23;2017-01-27;481,80
LON;BKK;2016-11-23;2017-01-28;504,15
LON;BKK;2016-11-23;2017-02-20;429,49
LON;BKK;2016-11-24;;352,41
LON;BKK;2016-11-24;2016-11-27;463,38
LON;BKK;2016-11-24;2016-11-28;443,95
LON;BKK;2016-11-24;2016-11-30;478,61
LON;BKK;2016-11-24;2016-12-01;445,86
LON;BKK;2016-11-24;2016-12-02;436,06
LON;BKK;2016-11-24;2016-12-04;484,98
LON;BKK;2016-11-24;2016-12-05;436,14
LON;BKK;2016-11-24;2016-12-07;431,70
LON;BKK;2016-11-24;2016-12-08;436,15
LON;BKK;2016-11-24;2016-12-09;444,60
LON;BKK;2016-11-24;2016-12-10;485,68
LON;BKK;2016-11-24;2016-12-11;466,91
LON;BKK;2016-11-24;2016-12-12;443,07
LON;BKK;2016-11-24;2016-12-14;444,78
LON;BKK;2016-11-24;2016-12-15;483,61
LON;BKK;2016-11-24;2016-12-16;474,39
LON;BKK;2016-11-24;2016-12-17;475,67
LON;BKK;2016-11-24;2016-12-18;452,49
LON;BKK;2016-11-24;2016-12-22;445,81
LON;BKK;2016-11-24;2016-12-23;578,29
LON;BKK;2016-11-24;2016-12-24;455,74
LON;BKK;2016-11-24;2016-12-31;467,83
LON;BKK;2016-11-24;2017-01-01;466,90
LON;BKK;2016-11-24;2017-01-02;516,61
LON;BKK;2016-11-24;2017-01-04;471,32
LON;BKK;2016-11-24;2017-01-05;464,14
LON;BKK;2016-11-24;2017-01-06;487,71
LON;BKK;2016-11-24;2017-01-07;509,83
LON;BKK;2016-11-24;2017-01-16;456,54
LON;BKK;2016-11-24;2017-01-20;618,87
LON;BKK;2016-11-24;2017-01-24;456,73
LON;BKK;2016-11-24;2017-01-26;487,16
LON;BKK;2016-11-24;2017-01-28;504,22
LON;BKK;2016-11-24;2017-02-23;452,45
LON;BKK;2016-11-25;;353,61
LON;BKK;2016-11-25;2016-11-30;515,79
LON;BKK;2016-11-25;2016-12-02;448,81
LON;BKK;2016-11-25;2016-12-03;483,50
LON;BKK;2016-11-25;2016-12-04;443,06
LON;BKK;2016-11-25;2016-12-05;445,24
LON;BKK;2016-11-25;2016-12-06;483,80
LON;BKK;2016-11-25;2016-12-07;448,54
LON;BKK;2016-11-25;2016-12-09;436,14
LON;BKK;2016-11-25;2016-12-10;470,58
LON;BKK;2016-11-25;2016-12-11;466,90
LON;BKK;2016-11-25;2016-12-12;481,75
LON;BKK;2016-11-25;2016-12-13;509,52
LON;BKK;2016-11-25;2016-12-16;456,58
LON;BKK;2016-11-25;2016-12-17;487,38
LON;BKK;2016-11-25;2016-12-18;460,27
LON;BKK;2016-11-25;2016-12-19;460,27
LON;BKK;2016-11-25;2016-12-22;461,25
LON;BKK;2016-11-25;2016-12-23;451,64
LON;BKK;2016-11-25;2016-12-25;454,71
LON;BKK;2016-11-25;2016-12-29;440,28
LON;BKK;2016-11-25;2016-12-30;477,83
LON;BKK;2016-11-25;2016-12-31;456,53
LON;BKK;2016-11-25;2017-01-01;456,58
LON;BKK;2016-11-25;2017-01-02;609,89
LON;BKK;2016-11-25;2017-01-03;545,85
LON;BKK;2016-11-25;2017-01-04;487,71
LON;BKK;2016-11-25;2017-01-05;487,71
LON;BKK;2016-11-25;2017-01-06;474,63
LON;BKK;2016-11-25;2017-01-07;528,43
LON;BKK;2016-11-25;2017-01-14;456,58
LON;BKK;2016-11-25;2017-01-15;485,94
LON;BKK;2016-11-25;2017-01-22;449,03
LON;BKK;2016-11-25;2017-01-25;456,58
LON;BKK;2016-11-25;2017-01-27;495,88
LON;BKK;2016-11-25;2017-01-31;518,69
LON;BKK;2016-11-25;2017-02-22;486,38
LON;BKK;2016-11-25;2017-02-24;491,16
LON;BKK;2016-11-25;2017-02-25;445,24
LON;BKK;2016-11-26;;244,14
LON;BKK;2016-11-26;2016-12-01;483,94
LON;BKK;2016-11-26;2016-12-03;443,72
LON;BKK;2016-11-26;2016-12-04;444,43
LON;BKK;2016-11-26;2016-12-05;444,17
LON;BKK;2016-11-26;2016-12-06;459,96
LON;BKK;2016-11-26;2016-12-09;440,34
LON;BKK;2016-11-26;2016-12-10;453,12
LON;BKK;2016-11-26;2016-12-11;467,82
LON;BKK;2016-11-26;2016-12-12;465,74
LON;BKK;2016-11-26;2016-12-15;460,90
LON;BKK;2016-11-26;2016-12-16;461,10
LON;BKK;2016-11-26;2016-12-17;430,51
LON;BKK;2016-11-26;2016-12-20;480,80
LON;BKK;2016-11-26;2016-12-22;441,90
LON;BKK;2016-11-26;2016-12-23;451,64
LON;BKK;2016-11-26;2016-12-24;441,90
LON;BKK;2016-11-26;2016-12-25;647,41
LON;BKK;2016-11-26;2016-12-26;485,92
LON;BKK;2016-11-26;2016-12-27;563,17
LON;BKK;2016-11-26;2016-12-30;539,85
LON;BKK;2016-11-26;2016-12-31;483,95
LON;BKK;2016-11-26;2017-01-01;501,85
LON;BKK;2016-11-26;2017-01-02;516,61
LON;BKK;2016-11-26;2017-01-05;491,54
LON;BKK;2016-11-26;2017-01-07;492,83
LON;BKK;2016-11-26;2017-01-14;547,43
LON;BKK;2016-11-26;2017-01-16;504,44
LON;BKK;2016-11-26;2017-01-19;550,47
LON;BKK;2016-11-26;2017-01-25;502,51
LON;BKK;2016-11-26;2017-01-28;574,44
LON;BKK;2016-11-26;2017-02-05;487,52
LON;BKK;2016-11-26;2017-02-23;487,24
LON;BKK;2016-11-26;2017-02-24;484,46
LON;BKK;2016-11-26;2017-02-25;439,39
LON;BKK;2016-11-26;2017-02-26;447,11
LON;BKK;2016-11-27;;354,47
LON;BKK;2016-11-27;2016-12-04;436,14
LON;BKK;2016-11-27;2016-12-06;483,26
LON;BKK;2016-11-27;2016-12-09;490,57
LON;BKK;2016-11-27;2016-12-10;439,89
LON;BKK;2016-11-27;2016-12-11;456,71
LON;BKK;2016-11-27;2016-12-12;452,03
LON;BKK;2016-11-27;2016-12-15;452,03
LON;BKK;2016-11-27;2016-12-18;447,23
LON;BKK;2016-11-27;2016-12-20;446,04
LON;BKK;2016-11-27;2016-12-21;456,97
LON;BKK;2016-11-27;2016-12-23;441,90
LON;BKK;2016-11-27;2016-12-26;453,73
LON;BKK;2016-11-27;2016-12-27;455,74
LON;BKK;2016-11-27;2016-12-31;491,50
LON;BKK;2016-11-27;2017-01-02;505,69
LON;BKK;2016-11-27;2017-01-04;465,12
LON;BKK;2016-11-27;2017-01-07;514,56
LON;BKK;2016-11-27;2017-01-14;565,91
LON;BKK;2016-11-27;2017-01-29;483,15
LON;BKK;2016-11-27;2017-02-25;441,81
LON;BKK;2016-11-27;2017-02-26;444,79
LON;BKK;2016-11-28;;354,47
LON;BKK;2016-11-28;2016-12-04;465,88
LON;BKK;2016-11-28;2016-12-05;443,45
LON;BKK;2016-11-28;2016-12-07;432,09
LON;BKK;2016-11-28;2016-12-09;485,68
LON;BKK;2016-11-28;2016-12-11;466,84
LON;BKK;2016-11-28;2016-12-12;455,77
LON;BKK;2016-11-28;2016-12-13;480,02
LON;BKK;2016-11-28;2016-12-17;483,08
LON;BKK;2016-11-28;2016-12-19;444,79
LON;BKK;2016-11-28;2016-12-22;452,49
LON;BKK;2016-11-28;2016-12-26;451,59
LON;BKK;2016-11-28;2016-12-27;449,62
LON;BKK;2016-11-28;2016-12-28;456,23
LON;BKK;2016-11-28;2016-12-29;451,36
LON;BKK;2016-11-28;2017-01-03;573,22
LON;BKK;2016-11-28;2017-01-09;519,20
LON;BKK;2016-11-28;2017-01-12;535,06
LON;BKK;2016-11-28;2017-01-25;483,39
LON;BKK;2016-11-28;2017-01-26;481,84
LON;BKK;2016-11-28;2017-01-27;457,65
LON;BKK;2016-11-28;2017-01-28;451,00
LON;BKK;2016-11-28;2017-02-08;435,18
LON;BKK;2016-11-29;;338,01
LON;BKK;2016-11-29;2016-12-04;447,76
LON;BKK;2016-11-29;2016-12-05;479,39
LON;BKK;2016-11-29;2016-12-07;440,53
LON;BKK;2016-11-29;2016-12-08;449,38
LON;BKK;2016-11-29;2016-12-09;479,23
LON;BKK;2016-11-29;2016-12-12;462,90
LON;BKK;2016-11-29;2016-12-13;436,82
LON;BKK;2016-11-29;2016-12-14;454,56
LON;BKK;2016-11-29;2016-12-15;454,56
LON;BKK;2016-11-29;2016-12-22;474,86
LON;BKK;2016-11-29;2016-12-27;591,11
LON;BKK;2016-11-29;2016-12-28;450,76
LON;BKK;2016-11-29;2016-12-29;446,52
LON;BKK;2016-11-29;2016-12-30;441,22
LON;BKK;2016-11-29;2017-01-02;509,02
LON;BKK;2016-11-29;2017-01-03;535,11
LON;BKK;2016-11-29;2017-01-07;575,84
LON;BKK;2016-11-29;2017-01-09;482,80
LON;BKK;2016-11-29;2017-01-10;496,86
LON;BKK;2016-11-29;2017-01-11;484,05
LON;BKK;2016-11-29;2017-01-12;447,66
LON;BKK;2016-11-29;2017-01-13;447,66
LON;BKK;2016-11-29;2017-01-16;448,01
LON;BKK;2016-11-29;2017-01-24;472,39
LON;BKK;2016-11-29;2017-01-26;480,08
LON;BKK;2016-11-29;2017-01-27;494,77
LON;BKK;2016-11-29;2017-01-28;514,84
LON;BKK;2016-11-29;2017-01-29;600,62
LON;BKK;2016-11-29;2017-01-31;443,12
LON;BKK;2016-11-29;2017-02-01;504,22
LON;BKK;2016-11-29;2017-02-04;501,22
LON;BKK;2016-11-29;2017-02-08;492,99
LON;BKK;2016-11-29;2017-02-09;484,27
LON;BKK;2016-11-29;2017-02-10;492,87
LON;BKK;2016-11-29;2017-02-11;469,15
LON;BKK;2016-11-29;2017-02-12;518,77
LON;BKK;2016-11-29;2017-02-13;573,44
LON;BKK;2016-11-29;2017-02-14;472,39
LON;BKK;2016-11-29;2017-02-16;470,84
LON;BKK;2016-11-29;2017-02-17;470,84
LON;BKK;2016-11-29;2017-02-18;473,82
LON;BKK;2016-11-29;2017-02-19;460,37
LON;BKK;2016-11-29;2017-02-20;439,54
LON;BKK;2016-11-29;2017-02-22;447,95
LON;BKK;2016-11-29;2017-02-23;447,95
LON;BKK;2016-11-29;2017-02-24;441,22
LON;BKK;2016-11-29;2017-02-25;438,94
LON;BKK;2016-11-29;2017-02-26;437,04
LON;BKK;2016-11-29;2017-02-27;430,45
LON;BKK;2016-11-29;2017-02-28;444,61
LON;BKK;2016-11-29;2017-03-01;462,53
LON;BKK;2016-11-30;;236,22
LON;BKK;2016-11-30;2016-12-03;446,41
LON;BKK;2016-11-30;2016-12-05;474,90
LON;BKK;2016-11-30;2016-12-07;437,19
LON;BKK;2016-11-30;2016-12-08;575,79
LON;BKK;2016-11-30;2016-12-10;432,11
LON;BKK;2016-11-30;2016-12-12;431,82
LON;BKK;2016-11-30;2016-12-13;454,43
LON;BKK;2016-11-30;2016-12-14;455,77
LON;BKK;2016-11-30;2016-12-15;455,77
LON;BKK;2016-11-30;2016-12-16;489,86
LON;BKK;2016-11-30;2016-12-17;447,08
LON;BKK;2016-11-30;2016-12-18;455,31
LON;BKK;2016-11-30;2016-12-19;457,29
LON;BKK;2016-11-30;2016-12-20;455,45
LON;BKK;2016-11-30;2016-12-21;441,10
LON;BKK;2016-11-30;2016-12-22;441,77
LON;BKK;2016-11-30;2016-12-23;446,53
LON;BKK;2016-11-30;2016-12-26;584,72
LON;BKK;2016-11-30;2016-12-28;622,15
LON;BKK;2016-11-30;2016-12-29;455,74
LON;BKK;2016-11-30;2016-12-30;457,48
LON;BKK;2016-11-30;2016-12-31;438,24
LON;BKK;2016-11-30;2017-01-01;593,84
LON;BKK;2016-11-30;2017-01-02;585,20
LON;BKK;2016-11-30;2017-01-03;577,78
LON;BKK;2016-11-30;2017-01-04;487,39
LON;BKK;2016-11-30;2017-01-05;491,66
LON;BKK;2016-11-30;2017-01-06;508,14
LON;BKK;2016-11-30;2017-01-07;491,67
LON;BKK;2016-11-30;2017-01-08;645,13
LON;BKK;2016-11-30;2017-01-09;477,53
LON;BKK;2016-11-30;2017-01-10;518,97
LON;BKK;2016-11-30;2017-01-11;467,68
LON;BKK;2016-11-30;2017-01-12;457,34
LON;BKK;2016-11-30;2017-01-13;503,00
LON;BKK;2016-11-30;2017-01-14;536,42
LON;BKK;2016-11-30;2017-01-15;509,57
LON;BKK;2016-11-30;2017-01-16;504,28
LON;BKK;2016-11-30;2017-01-17;510,99
LON;BKK;2016-11-30;2017-01-18;510,99
LON;BKK;2016-11-30;2017-01-19;512,41
LON;BKK;2016-11-30;2017-01-20;483,59
LON;BKK;2016-11-30;2017-01-21;509,02
LON;BKK;2016-11-30;2017-01-22;449,69
LON;BKK;2016-11-30;2017-01-23;507,34
LON;BKK;2016-11-30;2017-01-24;610,49
LON;BKK;2016-11-30;2017-01-25;471,92
LON;BKK;2016-11-30;2017-01-27;486,88
LON;BKK;2016-11-30;2017-01-28;450,77
LON;BKK;2016-11-30;2017-01-29;475,07
LON;BKK;2016-11-30;2017-01-30;458,85
LON;BKK;2016-11-30;2017-01-31;447,47
LON;BKK;2016-11-30;2017-02-01;447,47
LON;BKK;2016-11-30;2017-02-02;483,23
LON;BKK;2016-11-30;2017-02-03;483,36
LON;BKK;2016-11-30;2017-02-04;502,12
LON;BKK;2016-11-30;2017-02-05;483,36
LON;BKK;2016-11-30;2017-02-10;492,87
LON;BKK;2016-11-30;2017-02-11;469,15
LON;BKK;2016-11-30;2017-02-12;518,77
LON;BKK;2016-11-30;2017-02-13;471,27
LON;BKK;2016-11-30;2017-02-14;472,39
LON;BKK;2016-11-30;2017-02-15;441,22
LON;BKK;2016-11-30;2017-02-16;470,84
LON;BKK;2016-11-30;2017-02-17;470,84
LON;BKK;2016-11-30;2017-02-18;432,09
LON;BKK;2016-11-30;2017-02-19;460,37
LON;BKK;2016-11-30;2017-02-21;448,41
LON;BKK;2016-11-30;2017-02-22;446,83
LON;BKK;2016-11-30;2017-02-23;447,95
LON;BKK;2016-11-30;2017-02-24;440,46
LON;BKK;2016-11-30;2017-02-25;438,94
LON;BKK;2016-11-30;2017-02-26;457,25
LON;BKK;2016-11-30;2017-02-27;430,45
LON;BKK;2016-11-30;2017-02-28;445,87
LON;BKK;2016-11-30;2017-03-01;445,24
LON;BKK;2016-11-30;2017-03-16;429,71
LON;BKK;2016-12-01;;347,82
LON;BKK;2016-12-01;2016-12-05;443,71
LON;BKK;2016-12-01;2016-12-08;445,71
LON;BKK;2016-12-01;2016-12-09;470,41
LON;BKK;2016-12-01;2016-12-10;450,76
LON;BKK;2016-12-01;2016-12-11;439,71
LON;BKK;2016-12-01;2016-12-12;424,19
LON;BKK;2016-12-01;2016-12-13;909,31
LON;BKK;2016-12-01;2016-12-14;464,69
LON;BKK;2016-12-01;2016-12-15;454,56
LON;BKK;2016-12-01;2016-12-16;502,49
LON;BKK;2016-12-01;2016-12-17;484,98
LON;BKK;2016-12-01;2016-12-18;597,46
LON;BKK;2016-12-01;2016-12-19;441,97
LON;BKK;2016-12-01;2016-12-20;441,23
LON;BKK;2016-12-01;2016-12-21;439,97
LON;BKK;2016-12-01;2016-12-22;433,87
LON;BKK;2016-12-01;2016-12-23;436,19
LON;BKK;2016-12-01;2016-12-24;459,46
LON;BKK;2016-12-01;2016-12-25;503,00
LON;BKK;2016-12-01;2016-12-26;584,72
LON;BKK;2016-12-01;2016-12-27;632,14
LON;BKK;2016-12-01;2016-12-28;440,59
LON;BKK;2016-12-01;2016-12-29;454,67
LON;BKK;2016-12-01;2016-12-30;490,05
LON;BKK;2016-12-01;2016-12-31;450,76
LON;BKK;2016-12-01;2017-01-01;532,95
LON;BKK;2016-12-01;2017-01-02;578,36
LON;BKK;2016-12-01;2017-01-03;649,61
LON;BKK;2016-12-01;2017-01-04;567,43
LON;BKK;2016-12-01;2017-01-05;530,53
LON;BKK;2016-12-01;2017-01-06;512,13
LON;BKK;2016-12-01;2017-01-07;548,42
LON;BKK;2016-12-01;2017-01-08;548,50
LON;BKK;2016-12-01;2017-01-10;508,58
LON;BKK;2016-12-01;2017-01-11;518,64
LON;BKK;2016-12-01;2017-01-12;507,34
LON;BKK;2016-12-01;2017-01-13;478,64
LON;BKK;2016-12-01;2017-01-14;534,00
LON;BKK;2016-12-01;2017-01-15;549,04
LON;BKK;2016-12-01;2017-01-18;509,24
LON;BKK;2016-12-01;2017-01-19;452,12
LON;BKK;2016-12-01;2017-01-20;451,00
LON;BKK;2016-12-01;2017-01-21;508,41
LON;BKK;2016-12-01;2017-01-22;536,12
LON;BKK;2016-12-01;2017-01-23;507,34
LON;BKK;2016-12-01;2017-01-24;451,00
LON;BKK;2016-12-01;2017-01-25;451,93
LON;BKK;2016-12-01;2017-01-26;508,54
LON;BKK;2016-12-01;2017-01-27;508,54
LON;BKK;2016-12-01;2017-01-28;509,38
LON;BKK;2016-12-01;2017-01-29;600,82
LON;BKK;2016-12-01;2017-01-30;448,21
LON;BKK;2016-12-01;2017-01-31;443,12
LON;BKK;2016-12-01;2017-02-01;426,05
LON;BKK;2016-12-01;2017-02-02;501,63
LON;BKK;2016-12-01;2017-02-03;554,49
LON;BKK;2016-12-01;2017-02-04;502,12
LON;BKK;2016-12-01;2017-02-05;502,12
LON;BKK;2016-12-01;2017-02-06;502,12
LON;BKK;2016-12-01;2017-02-07;502,12
LON;BKK;2016-12-01;2017-02-08;525,40
LON;BKK;2016-12-01;2017-02-09;445,25
LON;BKK;2016-12-01;2017-02-10;500,96
LON;BKK;2016-12-01;2017-02-11;469,15
LON;BKK;2016-12-01;2017-02-14;454,66
LON;BKK;2016-12-01;2017-02-15;472,39
LON;BKK;2016-12-01;2017-02-16;440,34
LON;BKK;2016-12-01;2017-02-17;470,84
LON;BKK;2016-12-01;2017-02-18;473,17
LON;BKK;2016-12-01;2017-02-19;493,93
LON;BKK;2016-12-01;2017-02-20;517,65
LON;BKK;2016-12-01;2017-02-23;492,33
LON;BKK;2016-12-01;2017-02-26;457,25
LON;BKK;2016-12-01;2017-02-27;465,19
LON;BKK;2016-12-01;2017-02-28;450,91
LON;BKK;2016-12-01;2017-03-01;439,39
LON;BKK;2016-12-01;2017-03-02;447,28
LON;BKK;2016-12-01;2017-03-31;445,05
LON;BKK;2016-12-02;;347,82
LON;BKK;2016-12-02;2016-12-08;468,74
LON;BKK;2016-12-02;2016-12-09;452,16
LON;BKK;2016-12-02;2016-12-10;476,54
LON;BKK;2016-12-02;2016-12-11;476,54
LON;BKK;2016-12-02;2016-12-12;475,32
LON;BKK;2016-12-02;2016-12-13;473,00
LON;BKK;2016-12-02;2016-12-14;664,47
LON;BKK;2016-12-02;2016-12-15;473,31
LON;BKK;2016-12-02;2016-12-16;471,22
LON;BKK;2016-12-02;2016-12-17;488,99
LON;BKK;2016-12-02;2016-12-18;456,57
LON;BKK;2016-12-02;2016-12-19;446,79
LON;BKK;2016-12-02;2016-12-20;519,28
LON;BKK;2016-12-02;2016-12-21;470,06
LON;BKK;2016-12-02;2016-12-23;468,58
LON;BKK;2016-12-02;2016-12-26;471,96
LON;BKK;2016-12-02;2016-12-27;533,58
LON;BKK;2016-12-02;2016-12-28;544,47
LON;BKK;2016-12-02;2016-12-29;454,90
LON;BKK;2016-12-02;2016-12-30;466,81
LON;BKK;2016-12-02;2016-12-31;533,53
LON;BKK;2016-12-02;2017-01-01;590,96
LON;BKK;2016-12-02;2017-01-02;548,50
LON;BKK;2016-12-02;2017-01-03;627,02
LON;BKK;2016-12-02;2017-01-04;613,88
LON;BKK;2016-12-02;2017-01-06;550,27
LON;BKK;2016-12-02;2017-01-07;609,54
LON;BKK;2016-12-02;2017-01-13;580,58
LON;BKK;2016-12-02;2017-01-14;565,54
LON;BKK;2016-12-02;2017-02-03;532,32
LON;BKK;2016-12-02;2017-02-28;499,92
LON;BKK;2016-12-02;2017-03-03;445,24
LON;BKK;2016-12-03;;347,82
LON;BKK;2016-12-03;2016-12-09;488,63
LON;BKK;2016-12-03;2016-12-10;476,91
LON;BKK;2016-12-03;2016-12-11;446,65
LON;BKK;2016-12-03;2016-12-13;475,14
LON;BKK;2016-12-03;2016-12-14;466,91
LON;BKK;2016-12-03;2016-12-15;518,16
LON;BKK;2016-12-03;2016-12-16;453,06
LON;BKK;2016-12-03;2016-12-17;473,00
LON;BKK;2016-12-03;2016-12-18;535,81
LON;BKK;2016-12-03;2016-12-19;456,58
LON;BKK;2016-12-03;2016-12-20;479,43
LON;BKK;2016-12-03;2016-12-21;468,51
LON;BKK;2016-12-03;2016-12-23;461,16
LON;BKK;2016-12-03;2016-12-24;449,09
LON;BKK;2016-12-03;2016-12-25;478,25
LON;BKK;2016-12-03;2016-12-26;486,74
LON;BKK;2016-12-03;2016-12-27;524,78
LON;BKK;2016-12-03;2016-12-28;652,13
LON;BKK;2016-12-03;2016-12-29;542,52
LON;BKK;2016-12-03;2016-12-30;543,37
LON;BKK;2016-12-03;2016-12-31;449,26
LON;BKK;2016-12-03;2017-01-01;511,93
LON;BKK;2016-12-03;2017-01-02;561,90
LON;BKK;2016-12-03;2017-01-03;574,49
LON;BKK;2016-12-03;2017-01-04;607,25
LON;BKK;2016-12-03;2017-01-06;550,27
LON;BKK;2016-12-03;2017-01-07;618,96
LON;BKK;2016-12-03;2017-01-08;550,27
LON;BKK;2016-12-03;2017-01-10;544,77
LON;BKK;2016-12-03;2017-01-12;565,62
LON;BKK;2016-12-03;2017-01-13;546,42
LON;BKK;2016-12-03;2017-01-14;456,58
LON;BKK;2016-12-03;2017-01-25;504,12
LON;BKK;2016-12-03;2017-01-26;547,08
LON;BKK;2016-12-03;2017-01-27;504,72
LON;BKK;2016-12-03;2017-02-04;457,96
LON;BKK;2016-12-03;2017-02-21;445,31
LON;BKK;2016-12-03;2017-02-25;521,01
LON;BKK;2016-12-03;2017-02-26;491,16
LON;BKK;2016-12-03;2017-02-28;435,18
LON;BKK;2016-12-03;2017-03-04;445,24
LON;BKK;2016-12-04;;348,13
LON;BKK;2016-12-04;2016-12-05;584,36
LON;BKK;2016-12-04;2016-12-09;476,86
LON;BKK;2016-12-04;2016-12-10;492,51
LON;BKK;2016-12-04;2016-12-11;445,25
LON;BKK;2016-12-04;2016-12-12;516,75
LON;BKK;2016-12-04;2016-12-17;444,78
LON;BKK;2016-12-04;2016-12-18;445,71
LON;BKK;2016-12-04;2016-12-21;469,62
LON;BKK;2016-12-04;2016-12-22;444,79
LON;BKK;2016-12-04;2016-12-24;437,87
LON;BKK;2016-12-04;2016-12-25;444,34
LON;BKK;2016-12-04;2016-12-27;591,11
LON;BKK;2016-12-04;2016-12-30;451,35
LON;BKK;2016-12-04;2016-12-31;661,60
LON;BKK;2016-12-04;2017-01-01;450,46
LON;BKK;2016-12-04;2017-01-02;623,81
LON;BKK;2016-12-04;2017-01-03;597,40
LON;BKK;2016-12-04;2017-01-04;611,52
LON;BKK;2016-12-04;2017-01-08;509,90
LON;BKK;2016-12-04;2017-01-10;497,65
LON;BKK;2016-12-04;2017-01-12;530,20
LON;BKK;2016-12-04;2017-01-13;557,23
LON;BKK;2016-12-04;2017-01-15;567,64
LON;BKK;2016-12-04;2017-01-25;471,92
LON;BKK;2016-12-04;2017-01-26;505,98
